"ID,""Dir"",""Length"",""JERARQUIA"",""DESIGNACIÓN"",""AB_CAP_CARRIL"",""BA_CAP_CARRIL"",""AB_FACTOR_REGULACIÓN"",""BA_FACTOR_REGULACIÓN"",""AB_V0"",""BA_V0"",""AB_CARRILES"",""BA_CARRILES"",""AB_ALPHA"",""BA_ALPHA"",""AB_BETA"",""BA_BETA"",""AB_CAPACIDAD"",""BA_CAPACIDAD"",""AB_T0"",""BA_T0"",""ID"",""Dir"",""Length"",""JERARQUIA"",""DESIGNACIÓN"",""AB_CAP_CARRIL"",""BA_CAP_CARRIL"",""AB_FACTOR_REGULACIÓN"",""BA_FACTOR_REGULACIÓN"",""AB_V0"",""BA_V0"",""AB_CARRILES"",""BA_CARRILES"",""AB_ALPHA"",""BA_ALPHA"",""AB_BETA"",""BA_BETA"",""AB_CAPACIDAD"",""BA_CAPACIDAD"",""AB_T0"",""BA_T0"",""ID1"",""AB_Flow"",""BA_Flow"",""Tot_Flow"",""AB_Time"",""BA_Time"",""Max_Time"",""AB_VOC"",""BA_VOC"",""Max_VOC"",""AB_VKmT"",""BA_VKmT"",""Tot_VKmT"",""AB_VHT"",""BA_VHT"",""Tot_VHT"",""AB_Speed"",""BA_Speed"",""AB_VDF"",""BA_VDF"",""Max_VDF"""
"957,0,0.0691978,0.00,""Avenida de Andalucia"",1800.00,1800.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,0.0830373,0.0830373,957,0,0.0691978,0.00,""Avenida de Andalucia"",1800.00,1800.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,0.0830373,0.0830373,957,521.1049,654.5999,1175.7048,0.103721,0.114607,0.114607,0.289503,0.363667,0.363667,36.0593,45.2969,81.3561,0.900828,1.25036,2.15119,40.0291,36.2270,0.103721,0.114607,0.114607"
"958,1,0.0712882,0.00,""Rotonda Av Andalucia"",1600.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1600.00,0.00,0.142576,,958,1,0.0712882,0.00,""Rotonda Av Andalucia"",1600.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1600.00,0.00,0.142576,,958,0.14318,,0.14318,0.142576,,0.142576,8.94875e-05,,8.94875e-05,0.010207,,0.010207,0.000340235,,0.000340235,30.0000,,0.142576,,0.142576"
"959,1,0.0225222,0.00,""Rotonda Av Andalucia"",1600.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1600.00,0.00,0.0450445,,959,1,0.0225222,0.00,""Rotonda Av Andalucia"",1600.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1600.00,0.00,0.0450445,,959,0.14318,,0.14318,0.0450445,,0.0450445,8.94875e-05,,8.94875e-05,0.00322474,,0.00322474,0.000107491,,0.000107491,30.0000,,0.0450445,,0.0450445"
"960,0,0.540455,110,""Calle Amor"",1400.00,1400.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1400.00,1400.00,0.648546,0.648546,960,0,0.540455,110,""Calle Amor"",1400.00,1400.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1400.00,1400.00,0.648546,0.648546,960,512.1786,692.7871,1204.9657,0.897858,1.085,1.085,0.365842,0.494848,0.494848,276.8094,374.4201,651.2295,7.66439,12.5279,20.1923,36.1163,29.8868,0.897858,1.085,1.085"
"961,1,0.030288,110,""Rotonda Calle Amor"",1400.00,0.00,0.5,0.5,30,30,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.060576,0.060576,961,1,0.030288,110,""Rotonda Calle Amor"",1400.00,0.00,0.5,0.5,30,30,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.060576,0.060576,961,146.0148,,146.0148,0.0628492,,0.0628492,0.104296,,0.104296,4.4225,,4.4225,0.152949,,0.152949,28.9149,,0.0628492,,0.0628492"
"962,0,0.0418326,110,""Calle Amor"",1400.00,1400.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1400.00,1400.00,0.0501991,0.0501991,962,0,0.0418326,110,""Calle Amor"",1400.00,1400.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1400.00,1400.00,0.0501991,0.0501991,962,658.1934,692.7871,1350.9805,0.0809218,0.0839821,0.0839821,0.470138,0.494848,0.494848,27.5339,28.9811,56.5150,0.887703,0.969695,1.8574,31.0171,29.8868,0.0809218,0.0839821,0.0839821"
"963,1,0.0321173,110,""Rotonda Calle Amor"",1400.00,0.00,0.5,0.5,30,30,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.0642346,0.0642346,963,1,0.0321173,110,""Rotonda Calle Amor"",1400.00,0.00,0.5,0.5,30,30,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.0642346,0.0642346,963,0.14318,,0.14318,0.0642346,,0.0642346,0.000102271,,0.000102271,0.00459855,,0.00459855,0.000153285,,0.000153285,30.0000,,0.0642346,,0.0642346"
"964,1,0.0618823,110,""Rotonda Calle Amor"",1400.00,0.00,0.5,0.5,30,30,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.123765,0.123765,964,1,0.0618823,110,""Rotonda Calle Amor"",1400.00,0.00,0.5,0.5,30,30,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.123765,0.123765,964,0.0000,,0.0000,0.123765,,0.123765,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.123765,,0.123765"
"965,1,0.0740531,110,""Rotonda Palmete"",1400.00,0.00,0.5,0.5,30,30,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.148106,0.148106,965,1,0.0740531,110,""Rotonda Palmete"",1400.00,0.00,0.5,0.5,30,30,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.148106,0.148106,965,0.0000,,0.0000,0.148106,,0.148106,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.148106,,0.148106"
"966,1,0.0434513,110,""Rotonda Palmete"",1400.00,0.00,0.5,0.5,30,30,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.0869026,0.0869026,966,1,0.0434513,110,""Rotonda Palmete"",1400.00,0.00,0.5,0.5,30,30,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.0869026,0.0869026,966,0.0000,,0.0000,0.0869026,,0.0869026,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.0869026,,0.0869026"
"967,1,0.0668525,110,""Rotonda Palmete"",1400.00,0.00,0.5,0.5,30,30,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.133705,0.133705,967,1,0.0668525,110,""Rotonda Palmete"",1400.00,0.00,0.5,0.5,30,30,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.133705,0.133705,967,0.0000,,0.0000,0.133705,,0.133705,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.133705,,0.133705"
"968,0,0.792675,110,""Calle San Jose de Palmete"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,1.58535,1.58535,968,0,0.792675,110,""Calle San Jose de Palmete"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,1.58535,1.58535,968,0.0000,0.0000,0.0000,1.58535,1.58535,1.58535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,1.58535,1.58535,1.58535"
"969,1,0.0431067,0.00,""Rotonda Calle Parsi"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.0862135,,969,1,0.0431067,0.00,""Rotonda Calle Parsi"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.0862135,,969,0.0000,,0.0000,0.0862135,,0.0862135,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.0862135,,0.0862135"
"970,1,0.105384,0.00,""Rotonda Calle Parsi"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.210768,,970,1,0.105384,0.00,""Rotonda Calle Parsi"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.210768,,970,0.0000,,0.0000,0.210768,,0.210768,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.210768,,0.210768"
"971,1,0.0730593,0.00,""Rotonda Calle Parsi"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.146119,,971,1,0.0730593,0.00,""Rotonda Calle Parsi"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.146119,,971,0.0000,,0.0000,0.146119,,0.146119,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.146119,,0.146119"
"972,0,1.96446,0.00,""Carretera Mairena"",1800.00,1800.00,0.5,0.5,90,90,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,1.30964,1.30964,972,0,1.96446,0.00,""Carretera Mairena"",1800.00,1800.00,0.5,0.5,90,90,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,1.30964,1.30964,972,0.0000,0.0000,0.0000,1.30964,1.30964,1.30964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.0000,90.0000,1.30964,1.30964,1.30964"
"973,1,0.101017,0.00,""Rotonda Calle Parsi"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.202033,,973,1,0.101017,0.00,""Rotonda Calle Parsi"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.202033,,973,0.0000,,0.0000,0.202033,,0.202033,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.202033,,0.202033"
"974,1,0.0445226,0.00,""Rotonda Calle Parsi"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.0890452,,974,1,0.0445226,0.00,""Rotonda Calle Parsi"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.0890452,,974,0.0000,,0.0000,0.0890452,,0.0890452,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.0890452,,0.0890452"
"975,1,0.0536927,0.00,""Rotonda Calle Parsi"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.107385,,975,1,0.0536927,0.00,""Rotonda Calle Parsi"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.107385,,975,0.0000,,0.0000,0.107385,,0.107385,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.107385,,0.107385"
"976,0,0.203799,120,""Avenida del Deporte"",1600.00,1600.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.244558,0.244558,976,0,0.203799,120,""Avenida del Deporte"",1600.00,1600.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.244558,0.244558,976,0.0000,0.0000,0.0000,0.244558,0.244558,0.244558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,50.0000,0.244558,0.244558,0.244558"
"977,0,0.336361,120,""Avenida del Deporte"",1600.00,1600.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.403633,0.403633,977,0,0.336361,120,""Avenida del Deporte"",1600.00,1600.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.403633,0.403633,977,0.0000,0.0000,0.0000,0.403633,0.403633,0.403633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,50.0000,0.403633,0.403633,0.403633"
"978,0,0.273299,120,""Avenida del Deporte"",1600.00,1600.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.327959,0.327959,978,0,0.273299,120,""Avenida del Deporte"",1600.00,1600.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.327959,0.327959,978,0.0000,0.0000,0.0000,0.327959,0.327959,0.327959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,50.0000,0.327959,0.327959,0.327959"
"979,0,0.314503,120,""Calle Birmania"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.629006,0.629006,979,0,0.314503,120,""Calle Birmania"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.629006,0.629006,979,0.0000,0.0000,0.0000,0.629006,0.629006,0.629006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,0.629006,0.629006,0.629006"
"980,0,0.82493,120,""Avenida Emilio Lemos"",1600.00,1600.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2400.00,2400.00,0.989915,0.989915,980,0,0.82493,120,""Avenida Emilio Lemos"",1600.00,1600.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2400.00,2400.00,0.989915,0.989915,980,0.0000,0.0000,0.0000,0.989915,0.989915,0.989915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,50.0000,0.989915,0.989915,0.989915"
"1013,0,0.965377,120,""Avenida Republica de China"",1400.00,1400.00,0.5,0.5,50,50,1,2,2.48003,2.48,1.854,1.854,700,1400.00,1.15845,1.15845,1013,0,0.965377,120,""Avenida Republica de China"",1400.00,1400.00,0.5,0.5,50,50,1,2,2.48003,2.48,1.854,1.854,700,1400.00,1.15845,1.15845,1013,0.0000,0.0000,0.0000,1.15845,1.15845,1.15845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,50.0000,1.15845,1.15845,1.15845"
"1012,0,0.159856,120,""Avenida del Deporte"",1600.00,1600.00,0.5,0.5,30,30,2,1,2.48003,2.48,1.854,1.854,1600.00,800,0.319711,0.319711,1012,0,0.159856,120,""Avenida del Deporte"",1600.00,1600.00,0.5,0.5,30,30,2,1,2.48003,2.48,1.854,1.854,1600.00,800,0.319711,0.319711,1012,0.0000,0.0000,0.0000,0.319711,0.319711,0.319711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,0.319711,0.319711,0.319711"
"1015,0,0.219669,60,""Avenida Montes Sierra"",1800.00,1800.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2700.00,2700.00,0.263603,0.263603,1015,0,0.219669,60,""Avenida Montes Sierra"",1800.00,1800.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2700.00,2700.00,0.263603,0.263603,1015,834.9599,593.0359,1427.9959,0.337807,0.302953,0.337807,0.309244,0.219643,0.309244,183.4149,130.2717,313.6866,4.70092,2.99437,7.69529,39.0168,43.5056,0.337807,0.302953,0.337807"
"1014,0,0.174197,120,""Calle Miguel Rios Sarmiento"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.348393,0.348393,1014,0,0.174197,120,""Calle Miguel Rios Sarmiento"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.348393,0.348393,1014,247.0542,227.2202,474.2743,0.473694,0.455684,0.473694,0.352935,0.3246,0.352935,43.0360,39.5810,82.6170,1.95047,1.72568,3.67614,22.0645,22.9365,0.473694,0.455684,0.473694"
"981,0,0.437244,120,""Calle Miguel Rios Sarmiento"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.874488,0.874488,981,0,0.437244,120,""Calle Miguel Rios Sarmiento"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.874488,0.874488,981,247.0542,227.2202,474.2743,1.189,1.14379,1.189,0.352935,0.3246,0.352935,108.0229,99.3506,207.3736,4.89578,4.33155,9.22734,22.0645,22.9365,1.189,1.14379,1.189"
"982,0,0.342755,60,""Avenida Montes Sierra"",1800.00,1800.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2700.00,2700.00,0.411306,0.411306,982,0,0.342755,60,""Avenida Montes Sierra"",1800.00,1800.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2700.00,2700.00,0.411306,0.411306,982,834.9599,593.0359,1427.9959,0.527088,0.472704,0.527088,0.309244,0.219643,0.309244,286.1864,203.2658,489.4523,7.33495,4.67218,12.0071,39.0168,43.5056,0.527088,0.472704,0.527088"
"983,0,0.52911,120,""Calle Urbano Orad"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,1.05822,1.05822,983,0,0.52911,120,""Calle Urbano Orad"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,1.05822,1.05822,983,0.0000,0.0000,0.0000,1.05822,1.05822,1.05822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,1.05822,1.05822,1.05822"
"984,0,0.438942,120,""Calle Gema"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.877884,0.877884,984,0,0.438942,120,""Calle Gema"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.877884,0.877884,984,0.0000,0.0000,0.0000,0.877884,0.877884,0.877884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,0.877884,0.877884,0.877884"
"985,0,0.157183,120,""Calle Miguel Rios Sarmiento"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.55995,0.55995,985,0,0.157183,120,""Calle Miguel Rios Sarmiento"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.55995,0.55995,985,388.0542,368.2202,756.2743,1.02511,0.981988,1.02511,0.554363,0.526029,0.554363,60.9957,57.8781,118.8738,6.62996,6.02647,12.6564,9.20002,9.60399,1.02511,0.981988,1.02511"
"986,0,0.434509,120,""Calle Demofilo"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.869018,0.869018,986,0,0.434509,120,""Calle Demofilo"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.869018,0.869018,986,141.0000,141.0000,282.0000,0.979509,0.979508,0.979509,0.201429,0.201429,0.201429,61.2658,61.2658,122.5316,2.30185,2.30184,4.60369,26.6159,26.6160,0.979509,0.979508,0.979509"
"987,0,0.483111,120,""Avenida Republica de China"",1400.00,1400.00,0.5,0.5,50,50,1,2,2.48003,2.48,1.854,1.854,700,1400.00,0.579733,0.579733,987,0,0.483111,120,""Avenida Republica de China"",1400.00,1400.00,0.5,0.5,50,50,1,2,2.48003,2.48,1.854,1.854,700,1400.00,0.579733,0.579733,987,0.0000,0.0000,0.0000,0.579733,0.579733,0.579733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,50.0000,0.579733,0.579733,0.579733"
"988,0,0.27376,120,""Calle Taiwan"",1400.00,1400.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2100.00,2100.00,0.328512,0.328512,988,0,0.27376,120,""Calle Taiwan"",1400.00,1400.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2100.00,2100.00,0.328512,0.328512,988,0.0000,0.0000,0.0000,0.328512,0.328512,0.328512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,50.0000,0.328512,0.328512,0.328512"
"989,0,0.944881,120,""Calle Secoya"",1400.00,1400.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1400.00,1400.00,1.13386,1.13386,989,0,0.944881,120,""Calle Secoya"",1400.00,1400.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1400.00,1400.00,1.13386,1.13386,989,520.2472,649.8516,1170.0988,1.58255,1.81157,1.81157,0.371605,0.46418,0.46418,491.5719,614.0327,1105.6046,13.7219,19.6209,33.3428,35.8238,31.2949,1.58255,1.81157,1.81157"
"990,-1,0.165586,120,""Avenida Emilio Lemos"",0.00,1400.00,0.5,0.5,0.00,50,3,0.00,2.48003,2.48,1.854,1.854,0.00,2100.00,,0.198703,990,-1,0.165586,120,""Avenida Emilio Lemos"",0.00,1400.00,0.5,0.5,0.00,50,3,0.00,2.48003,2.48,1.854,1.854,0.00,2100.00,,0.198703,990,,0.0000,0.0000,,0.198703,0.198703,,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,,50.0000,,0.198703,0.198703"
"991,-1,0.173428,120,""Avenida Emilio Lemos"",0.00,1400.00,0.5,0.5,0.00,50,0.00,3,2.48003,2.48,1.854,1.854,0.00,2100.00,,0.208113,991,-1,0.173428,120,""Avenida Emilio Lemos"",0.00,1400.00,0.5,0.5,0.00,50,0.00,3,2.48003,2.48,1.854,1.854,0.00,2100.00,,0.208113,991,,0.0000,0.0000,,0.208113,0.208113,,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,,50.0000,,0.208113,0.208113"
"992,-1,0.474917,120,""Avenida Medicos sin Frontera"",0.00,1600.00,0.5,0.5,0.00,50,0.00,3,2.48003,2.48,1.854,1.854,0.00,2400.00,,0.569901,992,-1,0.474917,120,""Avenida Medicos sin Frontera"",0.00,1600.00,0.5,0.5,0.00,50,0.00,3,2.48003,2.48,1.854,1.854,0.00,2400.00,,0.569901,992,,0.0000,0.0000,,0.569901,0.569901,,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,,50.0000,,0.569901,0.569901"
"993,-1,0.106133,120,""Avenida de las Ciencias"",0.00,1600.00,0.5,0.5,0.00,50,0.00,3,2.48003,2.48,1.854,1.854,0.00,2400.00,,0.12736,993,-1,0.106133,120,""Avenida de las Ciencias"",0.00,1600.00,0.5,0.5,0.00,50,0.00,3,2.48003,2.48,1.854,1.854,0.00,2400.00,,0.12736,993,,141.0000,141.0000,,0.129009,0.129009,,0.05875,0.05875,,14.9648,14.9648,,0.30317,0.30317,,49.3609,,0.129009,0.129009"
"994,0,0.490027,120,""Calle Hermenegildo Casas"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.980054,0.980054,994,0,0.490027,120,""Calle Hermenegildo Casas"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.980054,0.980054,994,0.0000,0.0000,0.0000,0.980054,0.980054,0.980054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,0.980054,0.980054,0.980054"
"995,0,0.473692,120,""Calle Flor de Salvia"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.947384,0.947384,995,0,0.473692,120,""Calle Flor de Salvia"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.947384,0.947384,995,0.0000,0.0000,0.0000,0.947384,0.947384,0.947384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,0.947384,0.947384,0.947384"
"996,0,0.458148,120,""Calle Flor de Azalea"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.916297,0.916297,996,0,0.458148,120,""Calle Flor de Azalea"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.916297,0.916297,996,0.0000,0.0000,0.0000,0.916297,0.916297,0.916297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,0.916297,0.916297,0.916297"
"997,0,0.436091,120,""Calle Ulises"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.872182,0.872182,997,0,0.436091,120,""Calle Ulises"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.872182,0.872182,997,154.3407,117.7795,272.1202,1.00331,0.951617,1.00331,0.220487,0.168256,0.220487,67.3066,51.3626,118.6691,2.58086,1.86802,4.44887,26.0791,27.4958,1.00331,0.951617,1.00331"
"998,0,0.422025,120,""Calle Flor de Gitanilla"",1400.00,1400.00,0.5,0.5,30,30,2,2,2.48003,2.48,1.854,1.854,1400.00,1400.00,0.844051,0.844051,998,0,0.422025,120,""Calle Flor de Gitanilla"",1400.00,1400.00,0.5,0.5,30,30,2,2,2.48003,2.48,1.854,1.854,1400.00,1400.00,0.844051,0.844051,998,0.0000,0.0000,0.0000,0.844051,0.844051,0.844051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,0.844051,0.844051,0.844051"
"999,-1,0.454842,120,""Calle Carlinga"",0.00,1400.00,0.5,0.5,0.00,30,0.00,1,2.48003,2.48,1.854,1.854,1,700,,0.909684,999,-1,0.454842,120,""Calle Carlinga"",0.00,1400.00,0.5,0.5,0.00,30,0.00,1,2.48003,2.48,1.854,1.854,1,700,,0.909684,999,,0.0000,0.0000,,0.909684,0.909684,,0.0000,0.0000,,0.0000,0.0000,,0.0000,0.0000,,30.0000,,0.909684,0.909684"
"1000,1,0.976412,120,""Calle Torrelaguna"",1400.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,700,0.00,1.95282,,1000,1,0.976412,120,""Calle Torrelaguna"",1400.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,700,0.00,1.95282,,1000,0.0000,,0.0000,1.95282,,1.95282,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,1.95282,,1.95282"
"1003,0,0.359524,120,""Calle Torremejia"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.719048,0.719048,1003,0,0.359524,120,""Calle Torremejia"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.719048,0.719048,1003,0.0000,0.0000,0.0000,0.719048,0.719048,0.719048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,0.719048,0.719048,0.719048"
"452,0,0.760333,60,""Avenida Montes Sierra"",1800.00,1800.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,0.9124,0.9124,452,0,0.760333,60,""Avenida Montes Sierra"",1800.00,1800.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,0.9124,0.9124,452,538.4746,967.3456,1505.8202,1.15392,1.62793,1.62793,0.299153,0.537414,0.537414,409.4202,735.5052,1144.9254,10.3559,26.2462,36.6022,39.5349,28.0233,1.15392,1.62793,1.62793"
