"ID,""Dir"",""Length"",""JERARQUIA"",""DESIGNACIÓN"",""AB_CAP_CARRIL"",""BA_CAP_CARRIL"",""AB_FACTOR_REGULACIÓN"",""BA_FACTOR_REGULACIÓN"",""AB_V0"",""BA_V0"",""AB_CARRILES"",""BA_CARRILES"",""AB_ALPHA"",""BA_ALPHA"",""AB_BETA"",""BA_BETA"",""AB_CAPACIDAD"",""BA_CAPACIDAD"",""AB_T0"",""BA_T0"",""ID"",""Dir"",""Length"",""JERARQUIA"",""DESIGNACIÓN"",""AB_CAP_CARRIL"",""BA_CAP_CARRIL"",""AB_FACTOR_REGULACIÓN"",""BA_FACTOR_REGULACIÓN"",""AB_V0"",""BA_V0"",""AB_CARRILES"",""BA_CARRILES"",""AB_ALPHA"",""BA_ALPHA"",""AB_BETA"",""BA_BETA"",""AB_CAPACIDAD"",""BA_CAPACIDAD"",""AB_T0"",""BA_T0"",""ID1"",""AB_Flow"",""BA_Flow"",""Tot_Flow"",""AB_Time"",""BA_Time"",""Max_Time"",""AB_VOC"",""BA_VOC"",""Max_VOC"",""AB_VKmT"",""BA_VKmT"",""Tot_VKmT"",""AB_VHT"",""BA_VHT"",""Tot_VHT"",""AB_Speed"",""BA_Speed"",""AB_VDF"",""BA_VDF"",""Max_VDF"""
"195,0,0.372047,0.00,""Pasarela de la Cartuja"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.744095,0.744095,195,0,0.372047,0.00,""Pasarela de la Cartuja"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.744095,0.744095,195,326.1825,607.8525,934.0350,1.19204,2.16456,2.16456,0.465975,0.868361,0.868361,121.3554,226.1500,347.5054,6.4804,21.9289,28.4093,18.7265,10.3129,1.19204,2.16456,2.16456"
"196,0,0.326624,0.00,""Puente del Cachorro"",1600.00,1600.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2400.00,2400.00,0.391949,0.391949,196,0,0.326624,0.00,""Puente del Cachorro"",1600.00,1600.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2400.00,2400.00,0.391949,0.391949,196,0.0000,1258.3938,1258.3938,0.391949,0.685599,0.685599,0.0000,0.524331,0.524331,0.0000,411.0219,411.0219,0.0000,14.3792,14.3792,50.0000,28.5844,0.391949,0.685599,0.685599"
"197,0,0.240083,0.00,""Avenida Expo 92"",1800.00,1800.00,0.5,0.5,70,70,3,3,2.48003,2.48,1.854,1.854,2700.00,2700.00,0.205786,0.205786,197,0,0.240083,0.00,""Avenida Expo 92"",1800.00,1800.00,0.5,0.5,70,70,3,3,2.48003,2.48,1.854,1.854,2700.00,2700.00,0.205786,0.205786,197,27.3568,1642.1426,1669.4995,0.205888,0.408783,0.408783,0.0101322,0.608201,0.608201,6.56791,394.2507,400.8186,0.093874,11.1880,11.2819,69.9652,35.2387,0.205888,0.408783,0.408783"
"198,0,0.235541,0.00,""Avenida Expo 92"",1800.00,1800.00,0.5,0.5,70,70,3,3,2.48003,2.48,1.854,1.854,2700.00,2700.00,0.201892,0.201892,198,0,0.235541,0.00,""Avenida Expo 92"",1800.00,1800.00,0.5,0.5,70,70,3,3,2.48003,2.48,1.854,1.854,2700.00,2700.00,0.201892,0.201892,198,639.6206,1506.2882,2145.9088,0.236567,0.371585,0.371585,0.236897,0.557885,0.557885,150.6568,354.7924,505.4492,2.52188,9.32858,11.8505,59.7399,38.0329,0.236567,0.371585,0.371585"
"199,0,0.103981,0.00,""Avenida Expo 92"",1800.00,1800.00,0.5,0.5,70,70,3,3,2.48003,2.48,1.854,1.854,2700.00,2700.00,0.0891267,0.0891267,199,0,0.103981,0.00,""Avenida Expo 92"",1800.00,1800.00,0.5,0.5,70,70,3,3,2.48003,2.48,1.854,1.854,2700.00,2700.00,0.0891267,0.0891267,199,888.4892,1854.1024,2742.5916,0.117279,0.199238,0.199238,0.32907,0.686705,0.686705,92.3861,192.7917,285.1778,1.73669,6.15679,7.89348,53.1967,31.3137,0.117279,0.199238,0.199238"
"200,0,0.413343,20,""Avenida Carlos III"",1600.00,1600.00,0.5,0.5,80,80,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.310008,0.310008,200,0,0.413343,20,""Avenida Carlos III"",1600.00,1600.00,0.5,0.5,80,80,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.310008,0.310008,200,520.6296,480.0296,1000.6593,0.405911,0.392508,0.405911,0.325394,0.300019,0.325394,215.1989,198.4171,413.6160,3.52216,3.14026,6.66242,61.0986,63.1850,0.405911,0.392508,0.405911"
"201,1,0.0419082,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,4,0.00,2.48003,2.48,1.854,1.854,2800.00,0.00,0.0838165,,201,1,0.0419082,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,4,0.00,2.48003,2.48,1.854,1.854,2800.00,0.00,0.0838165,,201,461.0165,,461.0165,0.0911496,,0.0911496,0.164649,,0.164649,19.3204,,19.3204,0.700357,,0.700357,27.5865,,0.0911496,,0.0911496"
"202,1,0.17071,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.341421,,202,1,0.17071,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.341421,,202,461.0165,,461.0165,0.449404,,0.449404,0.329298,,0.329298,78.7003,,78.7003,3.45304,,3.45304,22.7916,,0.449404,,0.449404"
"203,0,0.63329,0.00,""A-49"",2000.00,2000.00,0.5,0.5,100,100,3,3,2.48003,2.48,1.854,1.854,3000.00,3000.00,0.379974,0.379974,203,0,0.63329,0.00,""A-49"",2000.00,2000.00,0.5,0.5,100,100,3,3,2.48003,2.48,1.854,1.854,3000.00,3000.00,0.379974,0.379974,203,888.9550,2131.0403,3019.9953,0.478795,0.879814,0.879814,0.296318,0.710347,0.710347,562.9659,1349.5656,1912.5315,7.09379,31.2487,38.3424,79.3604,43.1880,0.478795,0.879814,0.879814"
"204,1,0.0444335,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,4,0.00,2.48003,2.48,1.854,1.854,2800.00,0.00,0.088867,,204,1,0.0444335,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,4,0.00,2.48003,2.48,1.854,1.854,2800.00,0.00,0.088867,,204,0.0000,,0.0000,0.088867,,0.088867,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.088867,,0.088867"
"205,0,0.728345,30,""Carretera Cadiz-Huelva"",1800.00,1800.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,0.874014,0.874014,205,0,0.728345,30,""Carretera Cadiz-Huelva"",1800.00,1800.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,0.874014,0.874014,205,798.1967,842.1006,1640.2973,1.35398,1.40407,1.40407,0.443443,0.467834,0.467834,581.3627,613.3399,1194.7026,18.0124,19.7061,37.7185,32.2757,31.1244,1.35398,1.40407,1.40407"
"206,1,0.0313033,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,4,0.00,2.48003,2.48,1.854,1.854,2800.00,0.00,0.0626066,,206,1,0.0313033,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,4,0.00,2.48003,2.48,1.854,1.854,2800.00,0.00,0.0626066,,206,277.5671,,277.5671,0.0647449,,0.0647449,0.0991311,,0.0991311,8.68877,,8.68877,0.299517,,0.299517,29.0092,,0.0647449,,0.0647449"
"207,1,0.168288,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.336576,,207,1,0.168288,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.336576,,207,362.0709,,362.0709,0.404594,,0.404594,0.258622,,0.258622,60.9322,,60.9322,2.44153,,2.44153,24.9566,,0.404594,,0.404594"
"208,1,0.176297,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.352594,,208,1,0.176297,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.352594,,208,277.5671,,277.5671,0.396127,,0.396127,0.198262,,0.198262,48.9342,,48.9342,1.83253,,1.83253,26.7031,,0.396127,,0.396127"
"209,1,0.0584257,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,4,0.00,2.48003,2.48,1.854,1.854,2800.00,0.00,0.116851,,209,1,0.0584257,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,4,0.00,2.48003,2.48,1.854,1.854,2800.00,0.00,0.116851,,209,362.0709,,362.0709,0.123384,,0.123384,0.129311,,0.129311,21.1543,,21.1543,0.744561,,0.744561,28.4117,,0.123384,,0.123384"
"210,1,0.0592649,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,4,0.00,2.48003,2.48,1.854,1.854,2800.00,0.00,0.11853,,210,1,0.0592649,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,4,0.00,2.48003,2.48,1.854,1.854,2800.00,0.00,0.11853,,210,0.0000,,0.0000,0.11853,,0.11853,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.11853,,0.11853"
"211,0,0.0853512,20,""Avenida Carlos III"",1600.00,1600.00,0.5,0.5,80,80,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.0640134,0.0640134,211,0,0.0853512,20,""Avenida Carlos III"",1600.00,1600.00,0.5,0.5,80,80,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.0640134,0.0640134,211,520.6296,941.0461,1461.6758,0.0838165,0.123355,0.123355,0.325394,0.588154,0.588154,44.4364,80.3194,124.7557,0.727289,1.93471,2.662,61.0986,41.5149,0.0838165,0.123355,0.123355"
"212,1,0.0731488,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,4,0.00,2.48003,2.48,1.854,1.854,2800.00,0.00,0.146298,,212,1,0.0731488,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,4,0.00,2.48003,2.48,1.854,1.854,2800.00,0.00,0.146298,,212,1.09494,,1.09494,0.146298,,0.146298,0.000391051,,0.000391051,0.0800938,,0.0800938,0.0026698,,0.0026698,30.0000,,0.146298,,0.146298"
"213,1,0.242954,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.485907,,213,1,0.242954,0.00,""Rotonda Torre Mapfre"",1400.00,0.00,0.5,0.5,30,0.00,2,0.00,2.48003,2.48,1.854,1.854,1400.00,0.00,0.485907,,213,1.09494,,1.09494,0.485909,,0.485909,0.000782103,,0.000782103,0.266021,,0.266021,0.00886739,,0.00886739,29.9999,,0.485909,,0.485909"
"214,0,0.75554,0.00,""Paseo de Colon"",1800.00,1800.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2700.00,2700.00,0.906648,0.906648,214,0,0.75554,0.00,""Paseo de Colon"",1800.00,1800.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2700.00,2700.00,0.906648,0.906648,214,1143.9657,1287.0647,2431.0304,1.3642,1.47595,1.47595,0.423691,0.476691,0.476691,864.3117,972.4286,1836.7403,26.0101,31.6607,57.6707,33.2299,30.7141,1.3642,1.47595,1.47595"
"215,0,0.232015,0.00,""Puente de San Telmo"",1600.00,1600.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.278418,0.278418,215,0,0.232015,0.00,""Puente de San Telmo"",1600.00,1600.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.278418,0.278418,215,566.7872,239.2181,806.0053,0.379241,0.298789,0.379241,0.354242,0.149511,0.354242,131.5033,55.5023,187.0056,3.58248,1.19126,4.77374,36.7073,46.5912,0.379241,0.298789,0.379241"
"216,0,0.106891,0.00,""Republica Argentina"",1800.00,1800.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,0.128269,0.128269,216,0,0.106891,0.00,""Republica Argentina"",1800.00,1800.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,0.128269,0.128269,216,566.7429,239.2181,805.9610,0.165601,0.135813,0.165601,0.314857,0.132899,0.314857,60.5796,25.5702,86.1498,1.56422,0.541481,2.1057,38.7283,47.2228,0.165601,0.135813,0.165601"
"217,0,0.340575,0.00,""Avenida Blas Infante"",1800.00,1800.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,0.408689,0.408689,217,0,0.340575,0.00,""Avenida Blas Infante"",1800.00,1800.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,0.408689,0.408689,217,223.5421,314.4025,537.9446,0.429887,0.448584,0.448584,0.12419,0.174668,0.174668,76.1328,107.0775,183.2103,1.60163,2.3506,3.95223,47.5345,45.5533,0.429887,0.448584,0.448584"
"218,0,0.362874,0.00,""Avenida Blas Infante"",1800.00,1800.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,0.435449,0.435449,218,0,0.362874,0.00,""Avenida Blas Infante"",1800.00,1800.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,0.435449,0.435449,218,68.9959,2.96838,71.9642,0.438003,0.435456,0.438003,0.038331,0.0016491,0.038331,25.0368,1.07715,26.1139,0.503673,0.0215433,0.525217,49.7084,49.9991,0.438003,0.435456,0.438003"
"219,0,0.0987426,30,""Calle Ruben Dario"",1400.00,1400.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2100.00,2100.00,0.118491,0.118491,219,0,0.0987426,30,""Calle Ruben Dario"",1400.00,1400.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2100.00,2100.00,0.118491,0.118491,219,683.5920,425.9481,1109.5401,0.155174,0.133752,0.155174,0.32552,0.202832,0.32552,67.4997,42.0592,109.5589,1.76793,0.949521,2.71745,38.1801,44.2952,0.155174,0.133752,0.155174"
"220,0,0.537393,40,""Avenida Flota de Indias"",1600.00,1600.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2400.00,2400.00,0.644871,0.644871,220,0,0.537393,40,""Avenida Flota de Indias"",1600.00,1600.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2400.00,2400.00,0.644871,0.644871,220,188.5103,268.8503,457.3606,0.659176,0.672498,0.672498,0.078546,0.112021,0.112021,101.3041,144.4782,245.7822,2.07103,3.01335,5.08438,48.9149,47.9460,0.659176,0.672498,0.672498"
"221,1,0.049378,0.00,""Rotonda Blas Infante"",1600.00,0.00,0.5,0.5,30,0.00,3,0.00,2.48003,2.48,1.854,1.854,2400.00,0.00,0.098756,,221,1,0.049378,0.00,""Rotonda Blas Infante"",1600.00,0.00,0.5,0.5,30,0.00,3,0.00,2.48003,2.48,1.854,1.854,2400.00,0.00,0.098756,,221,583.2528,,583.2528,0.116539,,0.116539,0.243022,,0.243022,28.7999,,28.7999,1.13286,,1.13286,25.4222,,0.116539,,0.116539"
"222,1,0.0416012,0.00,""Rotonda Blas Infante"",1600.00,0.00,0.5,0.5,30,0.00,3,0.00,2.48003,2.48,1.854,1.854,2400.00,0.00,0.0832024,,222,1,0.0416012,0.00,""Rotonda Blas Infante"",1600.00,0.00,0.5,0.5,30,0.00,3,0.00,2.48003,2.48,1.854,1.854,2400.00,0.00,0.0832024,,222,492.3924,,492.3924,0.0941477,,0.0941477,0.205164,,0.205164,20.4841,,20.4841,0.772627,,0.772627,26.5123,,0.0941477,,0.0941477"
"223,1,0.0464641,0.00,""Rotonda Blas Infante"",1600.00,0.00,0.5,0.5,30,0.00,3,0.00,2.48003,2.48,1.854,1.854,2400.00,0.00,0.0929282,,223,1,0.0464641,0.00,""Rotonda Blas Infante"",1600.00,0.00,0.5,0.5,30,0.00,3,0.00,2.48003,2.48,1.854,1.854,2400.00,0.00,0.0929282,,223,568.9403,,568.9403,0.108909,,0.108909,0.237058,,0.237058,26.4353,,26.4353,1.03271,,1.03271,25.5980,,0.108909,,0.108909"
"224,1,0.0437505,0.00,""Rotonda Blas Infante"",1600.00,0.00,0.5,0.5,30,0.00,3,0.00,2.48003,2.48,1.854,1.854,2400.00,0.00,0.0875011,,224,1,0.0437505,0.00,""Rotonda Blas Infante"",1600.00,0.00,0.5,0.5,30,0.00,3,0.00,2.48003,2.48,1.854,1.854,2400.00,0.00,0.0875011,,224,502.9128,,502.9128,0.0994719,,0.0994719,0.209547,,0.209547,22.0027,,22.0027,0.833762,,0.833762,26.3897,,0.0994719,,0.0994719"
"225,0,0.258492,40,""Calle Sante Fe"",1600.00,1600.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.31019,0.31019,225,0,0.258492,40,""Calle Sante Fe"",1600.00,1600.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.31019,0.31019,225,687.0480,545.0809,1232.1288,0.47067,0.414671,0.47067,0.429405,0.340676,0.429405,177.5961,140.8988,318.4949,5.38954,3.76716,9.1567,32.9520,37.4019,0.47067,0.414671,0.47067"
"226,0,0.345845,30,""Ronda de Triana"",1600.00,1600.00,0.5,0.5,30,30,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.69169,0.69169,226,0,0.345845,30,""Ronda de Triana"",1600.00,1600.00,0.5,0.5,30,30,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.69169,0.69169,226,603.2105,488.3485,1091.5590,0.972827,0.881723,0.972827,0.377007,0.305218,0.377007,208.6172,168.8928,377.5101,9.78033,7.17647,16.9568,21.3303,23.5343,0.972827,0.881723,0.972827"
"227,0,0.149392,30,""Calle Ruben Dario"",1400.00,1400.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2100.00,2100.00,0.179271,0.179271,227,0,0.149392,30,""Calle Ruben Dario"",1400.00,1400.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2100.00,2100.00,0.179271,0.179271,227,424.0024,426.6171,850.6196,0.202165,0.202427,0.202427,0.201906,0.203151,0.203151,63.3428,63.7334,127.0762,1.42864,1.43931,2.86795,44.3379,44.2805,0.202165,0.202427,0.202427"
"228,0,0.0604851,30,""Ronda de Triana"",1600.00,1600.00,0.5,0.5,30,30,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.12097,0.12097,228,0,0.0604851,30,""Ronda de Triana"",1600.00,1600.00,0.5,0.5,30,30,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.12097,0.12097,228,905.6079,567.5111,1473.1190,0.22541,0.16488,0.22541,0.566005,0.354694,0.566005,54.7758,34.3260,89.1017,3.40221,1.55952,4.96173,16.1001,22.0106,0.22541,0.16488,0.22541"
"229,0,0.0553932,30,""Aveinda de Alvar Nuñez"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.110786,0.110786,229,0,0.0553932,30,""Aveinda de Alvar Nuñez"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.110786,0.110786,229,260.2586,0.0000,260.2586,0.154669,0.110786,0.154669,0.371798,0.0000,0.371798,14.4166,0.0000,14.4166,0.670899,0.0000,0.670899,21.4884,30.0000,0.154669,0.110786,0.154669"
"230,0,0.0713622,30,""Ronda de Triana"",1600.00,1600.00,0.5,0.5,30,30,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.142724,0.142724,230,0,0.0713622,30,""Ronda de Triana"",1600.00,1600.00,0.5,0.5,30,30,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.142724,0.142724,230,442.2980,404.2626,846.5606,0.175358,0.170347,0.175358,0.276436,0.252664,0.276436,31.5633,28.8490,60.4124,1.29268,1.14775,2.44043,24.4170,25.1353,0.175358,0.170347,0.175358"
"231,1,0.510661,30,""Aveinda de Alvar Nuñez"",1400.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,700,0.00,1.02132,,231,1,0.510661,30,""Aveinda de Alvar Nuñez"",1400.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,700,0.00,1.02132,,231,260.2586,,260.2586,1.42587,,1.42587,0.371798,,0.371798,132.9038,,132.9038,6.18491,,6.18491,21.4884,,1.42587,,1.42587"
"232,1,0.633493,30,""Ronda de los Tejares"",1600.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,800,0.00,1.26699,,232,1,0.633493,30,""Ronda de los Tejares"",1600.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,800,0.00,1.26699,,232,0.0000,,0.0000,1.26699,,1.26699,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,1.26699,,1.26699"
"233,0,0.223402,30,""Ronda de Triana"",1600.00,1600.00,0.5,0.5,30,30,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.446804,0.446804,233,0,0.223402,30,""Ronda de Triana"",1600.00,1600.00,0.5,0.5,30,30,2,2,2.48003,2.48,1.854,1.854,1600.00,1600.00,0.446804,0.446804,233,645.3493,567.5111,1212.8605,0.652628,0.608985,0.652628,0.403343,0.354694,0.403343,144.1724,126.7832,270.9555,7.01955,5.76009,12.7796,20.5387,22.0106,0.652628,0.608985,0.652628"
"234,0,0.283466,30,""Calle Ruben Dario"",1400.00,1400.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2100.00,2100.00,0.34016,0.34016,234,0,0.283466,30,""Calle Ruben Dario"",1400.00,1400.00,0.5,0.5,50,50,3,3,2.48003,2.48,1.854,1.854,2100.00,2100.00,0.34016,0.34016,234,499.9444,423.3965,923.3410,0.399118,0.383484,0.399118,0.238069,0.201617,0.238069,141.7174,120.0187,261.7361,3.32561,2.7061,6.03171,42.6139,44.3512,0.399118,0.383484,0.399118"
"235,1,0.472687,30,""Calle Juan Diaz de Solis"",1400.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,700,0.00,0.945374,,235,1,0.472687,30,""Calle Juan Diaz de Solis"",1400.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,700,0.00,0.945374,,235,79.1626,,79.1626,0.986594,,0.986594,0.113089,,0.113089,37.4191,,37.4191,1.30169,,1.30169,28.7466,,0.986594,,0.986594"
"236,1,0.608427,30,""Calle Evangelista"",1400.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,700,0.00,1.21685,,236,1,0.608427,30,""Calle Evangelista"",1400.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,700,0.00,1.21685,,236,42.1388,,42.1388,1.23334,,1.23334,0.0601983,,0.0601983,25.6384,,25.6384,0.86619,,0.86619,29.5991,,1.23334,,1.23334"
"237,0,0.666591,30,""Republica Argentina"",1800.00,1800.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,0.799909,0.799909,237,0,0.666591,30,""Republica Argentina"",1800.00,1800.00,0.5,0.5,50,50,2,2,2.48003,2.48,1.854,1.854,1800.00,1800.00,0.799909,0.799909,237,351.6035,160.5413,512.1449,0.895983,0.822368,0.895983,0.195335,0.0891896,0.195335,234.3758,107.0154,341.3913,5.25052,2.2004,7.45092,44.6386,48.6345,0.895983,0.822368,0.895983"
"238,0,0.208228,30,""Pages del Corro"",1600.00,1600.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,800,800,0.416457,0.416457,238,0,0.208228,30,""Pages del Corro"",1600.00,1600.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,800,800,0.416457,0.416457,238,244.5602,108.0976,352.6578,0.53121,0.441714,0.53121,0.3057,0.135122,0.3057,50.9244,22.5090,73.4334,2.16521,0.795804,2.96102,23.5193,28.2846,0.53121,0.441714,0.53121"
"239,0,0.190014,30,""Pages del Corro"",1600.00,1600.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,800,800,0.380027,0.380027,239,0,0.190014,30,""Pages del Corro"",1600.00,1600.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,800,800,0.380027,0.380027,239,245.1801,108.0976,353.2778,0.485235,0.403075,0.485235,0.306475,0.135122,0.306475,46.5876,20.5400,67.1276,1.98283,0.726191,2.70902,23.4954,28.2846,0.485235,0.403075,0.485235"
"240,1,0.238721,30,""Pages del Corro"",1600.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,800,0.00,0.477443,,240,1,0.238721,30,""Pages del Corro"",1600.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,800,0.00,0.477443,,240,0.0000,,0.0000,0.477443,,0.477443,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.477443,,0.477443"
"241,0,0.34152,30,""Pages del Corro"",1600.00,1600.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,800,800,0.68304,0.68304,241,0,0.34152,30,""Pages del Corro"",1600.00,1600.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,800,800,0.68304,0.68304,241,287.3190,108.0976,395.4166,0.936776,0.724465,0.936776,0.359149,0.135122,0.359149,98.1252,36.9175,135.0427,4.48589,1.30522,5.79111,21.8742,28.2846,0.936776,0.724465,0.936776"
"242,1,0.165153,30,""Calle Castilla"",1400.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,700,0.00,0.330307,,242,1,0.165153,30,""Calle Castilla"",1400.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,700,0.00,0.330307,,242,0.0000,,0.0000,0.330307,,0.330307,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,30.0000,,0.330307,,0.330307"
"243,1,0.711183,30,""Calle Pureza"",1400.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,700,0.00,1.42237,,243,1,0.711183,30,""Calle Pureza"",1400.00,0.00,0.5,0.5,30,0.00,1,0.00,2.48003,2.48,1.854,1.854,700,0.00,1.42237,,243,42.7588,,42.7588,1.44216,,1.44216,0.061084,,0.061084,30.4093,,30.4093,1.02775,,1.02775,29.5882,,1.44216,,1.44216"
"244,0,0.305971,0.00,""Puente de Triana"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.611942,0.611942,244,0,0.305971,0.00,""Puente de Triana"",1400.00,1400.00,0.5,0.5,30,30,1,1,2.48003,2.48,1.854,1.854,700,700,0.611942,0.611942,244,0.0000,42.7588,42.7588,0.611942,0.620459,0.620459,0.0000,0.061084,0.061084,0.0000,13.0830,13.0830,0.0000,0.442168,0.442168,30.0000,29.5882,0.611942,0.620459,0.620459"
